OBJECTID,CreationDate,Creator,EditDate,Editor,GlobalID,AreaID,UNIT_CODE,GIS_Notes,UNIT_NAME,DATE_EDIT,STATE,REGION,GNIS_ID,UNIT_TYPE,CREATED_BY,METADATA,PARKNAME,SHAPE_Length,SHAPE_Area
326,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{4EFD544A-06CF-4A26-BFB5-F0325B0C42F4},347,GRBA,Lands - http://landsnet.nps.gov/tractsnet/documents/GRBA/Metadata/grba_metadata.xml,Great Basin National Park,2009/09/10 00:00:00+00,NV,PW,862430,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048548,Great Basin,132859.999277163,515901035.871537
327,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{2176686B-03CC-4A57-BD13-2D79E6543F6A},348,PEFO,Lands - http://landsnet.nps.gov/tractsnet/documents/PEFO/Metadata/pefo_metadata.xml,Petrified Forest National Park,2023/03/13 14:26:29+00,AZ,IM,23864,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2209625,Petrified Forest,269139.159184498,1347243521.66979
328,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{1FD727DD-44D5-4DAE-96C1-B469F2C20AEF},349,PINN,Lands - http://landsnet.nps.gov/tractsnet/documents/PINN/Metadata/pinn_metadata.xml,Pinnacles National Park,2014/02/05 00:00:00+00,CA,PW,247533,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2208014,Pinnacles,95099.5602067501,167545646.550149
329,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{4617BCCA-A6C5-4E54-99D4-2FFA3AC6674D},350,REDW,Lands - https://landsnet.nps.gov/tractsnet/documents/REDW/Metadata/redw_metadata.xml,Redwood National Park,2023/09/16 10:09:35+00,CA,PW,277109,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2299638,Redwood,397741.961888827,1025861893.8427
330,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{954783FF-B595-411D-AEA0-9467527900A4},351,RORI,Lands - http://landsnet.nps.gov/tractsnet/documents/RORI/Metadata/rori_metadata.xml,Rosie the Riveter/World War II Home Front National Historical Park,2010/05/17 00:00:00+00,CA,PW,2026588,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2165602,Rosie the Riveter WWII Home Front,17849.9311614169,971229.57990174
331,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{41265DF3-4ECF-4939-904F-C65194AEF1B7},352,JOMU,Lands - http://landsnet.nps.gov/tractsnet/documents/JOMU/Metadata/jomu_metadata.xml,John Muir National Historic Site,2023/09/15 09:24:23+00,CA,PW,226274,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2169651,John Muir,10001.4376939446,2530028.08128994
332,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{0E0CA55D-19E3-4CAE-8623-7461004D3392},353,MUWO,Lands - http://landsnet.nps.gov/tractsnet/documents/MUWO/Metadata/muwo_metadata.xml,Muir Woods National Monument,2019/09/18 00:00:00+00,CA,PW,229295,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2185780,Muir Woods,14889.1586715582,3614087.0592991
333,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{0A8733E0-79D3-4E40-B381-6DBB6E4D7DFB},354,PORE,Lands - http://landsnet.nps.gov/tractsnet/documents/PORE/Metadata/pore_metadata.xml,Point Reyes National Seashore,2005/10/25 00:00:00+00,CA,PW,234493,National Seashore,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2239938,Point Reyes,206245.489678691,469817811.593888
334,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{D3A6D508-04BE-434D-86EF-B779F455B945},355,SAMO,Lands - http://landsnet.nps.gov/tractsnet/documents/SAMO/Metadata/samo_metadata.xml,Santa Monica Mountains National Recreation Area,2020/04/07 00:00:00+00,CA,PW,277263,National Recreation Area,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2272445,Santa Monica Mountains,421692.002185615,909865167.814707
335,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{B9E5A22B-61DF-4D12-8942-E324A276F608},356,SEQU,Lands - http://landsnet.nps.gov/tractsnet/documents/SEQU/Metadata/sequ_metadata.xml,Sequoia National Park,2008/11/26 00:00:00+00,CA,PW,266000,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048045,Sequoia,320822.951741343,2553244941.62492
336,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{23248DC3-0571-46F1-A9A8-D379454F13E8},357,KICA,Lands - http://landsnet.nps.gov/tractsnet/documents/KICA/Metadata/kica_metadata.xml,Kings Canyon National Park,2011/10/17 00:00:00+00,CA,PW,255948,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2180625,Kings Canyon,393124.543437392,2909305718.38609
337,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{D4A82994-2BE8-42FC-956D-FDA1126A34F6},358,DEPO,Lands - http://landsnet.nps.gov/tractsnet/documents/DEPO/Metadata/depo_metadata.xml,Devils Postpile National Monument,2013/01/25 00:00:00+00,CA,PW,266641,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2194467,Devils Postpile,12213.1986000054,5164892.44014114
338,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{0B770282-4AC7-4613-9F07-D628D0FCEC78},359,POCH,Lands - http://landsnet.nps.gov/tractsnet/documents/POCH/Metadata/poch_metadata.xml,Port Chicago Naval Magazine National Memorial,2015/04/21 00:00:00+00,CA,PW,1967105,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2221822,Port Chicago Naval Magazine,994.365620827029,42316.790657461
339,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{6F12945B-8E5D-487D-9CF9-C6C7DA35665E},360,CAGR,Lands - http://landsnet.nps.gov/tractsnet/documents/CAGR/Metadata/cagr_metadata.xml,Casa Grande Ruins National Monument,2020/04/29 00:00:00+00,AZ,IM,44811,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2215969,Casa Grande Ruins,6729.68493793731,2730084.223346
340,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{41375BD1-3DF1-45C8-B838-DBBFAFA3049C},361,CHIR,Lands - http://landsnet.nps.gov/tractsnet/documents/CHIR/Metadata/chir_metadata.xml,Chiricahua National Monument,2014/09/10 00:00:00+00,AZ,IM,2877,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047934,Chiricahua,38291.8547746683,68895752.6750683
341,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{0AE71B81-C3BF-4F9C-8E0A-A9A3176D31BD},362,CORO,Lands - http://landsnet.nps.gov/tractsnet/documents/CORO/Metadata/coro_metadata.xml,Coronado National Memorial,2023/09/14 15:55:00+00,AZ,IM,40512,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2174268,Coronado,22919.5297123677,26779356.4780336
342,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{73AC2313-47A0-4F30-8F69-FB1078C3B97E},363,FOBO,Lands - http://landsnet.nps.gov/tractsnet/documents/FOBO/Metadata/fobo_metadata.xml,Fort Bowie National Historic Site,2022/11/16 10:54:06+00,AZ,IM,1888916,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047958,Fort Bowie,17797.7612184836,5645817.17037753
343,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{70CC6953-5210-4F8D-A9B2-1BE860F003FD},364,MOCA,Lands - http://landsnet.nps.gov/tractsnet/documents/MOCA/Metadata/moca_metadata.xml,Montezuma Castle National Monument,2011/09/20 00:00:00+00,AZ,IM,31964,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2180624,Montezuma Castle,15908.5509715793,6060542.74641349
344,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{F5484CE5-364F-42A2-9FF8-16175FB658A8},365,ORPI,Lands - http://landsnet.nps.gov/tractsnet/documents/ORPI/Metadata/orpi_metadata.xml,Organ Pipe Cactus National Monument,2017/05/12 00:00:00+00,AZ,IM,15492,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048029,Organ Pipe Cactus,199507.903903928,1867745807.08271
345,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{58F6D739-7F97-4F94-B5CE-201349C4C50D},366,SAGU,Lands - http://landsnet.nps.gov/tractsnet/documents/SAGU/Metadata/sagu_metadata.xml,Saguaro National Park,2023/06/16 15:17:44+00,AZ,IM,10683,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225704,Saguaro,195097.57769939,530570469.646047
346,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{3E26C273-BC79-4B0F-BD49-234116AD2F8D},367,TONT,Lands - http://landsnet.nps.gov/tractsnet/documents/TONT/Metadata/tont_metadata.xml,Tonto National Monument,2006/02/23 00:00:00+00,AZ,IM,35382,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048053,Tonto,11635.7828610532,6567120.87265205
347,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{349AE7C7-AFAC-4667-8D5B-EF75BA418129},368,TUMA,Lands - http://landsnet.nps.gov/tractsnet/documents/TUMA/Metadata/tuma_metadata.xml,Tumacacori National Historical Park,2018/04/05 00:00:00+00,AZ,IM,35519,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2239936,Tumacácori,10102.4446192197,2026700.30639904
348,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{71FB22B4-D1DD-4137-8BB4-D56AF5938E1E},369,TUZI,Lands - http://landsnet.nps.gov/tractsnet/documents/TUZI/Metadata/tuzi_metadata.xml,Tuzigoot National Monument,2003/11/21 00:00:00+00,AZ,IM,35601,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048056,Tuzigoot,10780.4087408303,4885591.97879507
349,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{46B38185-28D7-411D-A038-60824E29C627},370,PIMA,Lands - http://landsnet.nps.gov/tractsnet/documents/PIMA/Metadata/pima_metadata.xml,Hohokam Pima National Monument,2010/09/20 00:00:00+00,AZ,IM,25440,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2166444,Hohokam Pima,16841.6508446448,9779859.27905954
350,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{0BEA5081-3FC1-4DC4-8124-CFAE3B955D3B},371,WHIS,Lands - http://landsnet.nps.gov/tractsnet/documents/WHIS/Metadata/whis_metadata.xml,Whiskeytown-Shasta-Trinity National Recreation Area,2020/04/29 00:00:00+00,CA,PW,277264,National Recreation Area,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1049059,Whiskeytown,88503.7715826544,296227722.178906
351,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{1013AC34-351E-403F-8C7C-E49C543E3A83},372,MANZ,Lands - http://landsnet.nps.gov/tractsnet/documents/MANZ/Metadata/manz_metadata.xml,Manzanar National Historic Site,2008/03/04 00:00:00+00,CA,PW,1804731,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048405,Manzanar,8941.59324740144,5134513.37125372
352,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{863A767D-399B-4636-90B4-37FA989730B1},373,WAPA,Lands - http://landsnet.nps.gov/tractsnet/documents/WAPA/Metadata/wapa_metadata.xml,War in the Pacific National Historical Park,2015/02/04 00:00:00+00,GU,PW,1828962,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2220225,War in the Pacific,39726.1501876607,8198056.66734298
353,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{F4148CF4-3426-406F-8A49-BC1121D55C58},374,YOSE,Lands - http://landsnet.nps.gov/tractsnet/documents/YOSE/Metadata/yose_metadata.xml,Yosemite National Park,2022/10/11 15:53:03+00,CA,PW,255923,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2210713,Yosemite,396844.5077302,4861851613.8489
354,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{AF1884F8-0DB4-4961-BFA9-313D60B8C273},375,PERL,Lands - http://landsnet.nps.gov/tractsnet/documents/PERL/Metadata/perl_metadata.xml,Pearl Harbor National Memorial,2019/08/29 00:00:00+00,HI,PW,need,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2266794 ,Pearl Harbor,3525.1571962327,101961.171053967
355,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{316D82F0-A345-4914-9DD5-8529E7C02F68},376,NPSA,Lands - http://landsnet.nps.gov/tractsnet/documents/NPSA/Metadata/npsa_metadata.xml,National Park of American Samoa,2016/05/25 00:00:00+00,AS,PW,1966567,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2229066,National Park of American Samoa,73521.0968807814,48283336.7120608
356,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{DDFC81DA-AA23-41BC-8E61-9AFA6303C8FB},377,SAFR,Lands - http://landsnet.nps.gov/tractsnet/documents/SAFR/Metadata/safr_metadata.xml,San Francisco Maritime National Historical Park,2013/02/19 00:00:00+00,CA,PW,1877542,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2194486,San Francisco Maritime,3728.65975293526,644204.277797335
357,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{1E73A7BB-1C3B-46EE-937C-248B83BB12EE},378,JODA,Lands - http://landsnet.nps.gov/tractsnet/documents/JODA/Metadata/joda_metadata.xml,John Day Fossil Beds National Monument,2015/07/08 00:00:00+00,OR,PW,1133439,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2223246,John Day Fossil Beds,113228.463536795,111782232.818187
358,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{9D0F549C-B6EF-481E-9460-0FD6C57F6CA2},379,LARO,Unofficial Boundary of Lake Roosevelt National Recreation Area.,Lake Roosevelt National Recreation Area,2015/04/22 00:00:00+00,WA,PW,1531834,National Recreation Area,Region,Preliminary data. Contact the Land Resources Program for additional information.,Lake Roosevelt,1179060.77996814,717714786.379512
359,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{C23DBBE5-8133-4906-95C5-C03D1423E900},380,CRMO,Lands - http://landsnet.nps.gov/tractsnet/documents/CRMO/Metadata/crmo_metadata.xml,Craters of the Moon National Monument,2017/05/31 00:00:00+00,ID,PW,1986829,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2242146,Craters of the Moon,126953.684541142,409466801.733984
360,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{8468830D-3E03-42D5-A084-68A5E494CAE3},381,CRMP,Lands - http://landsnet.nps.gov/tractsnet/documents/CRMP/Metadata/crmp_metadata.xml,Craters of the Moon National Preserve,2017/05/31 00:00:00+00,ID,PW,1986829,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2242147,Craters of the Moon,667331.340810273,5317015489.84557
361,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{F1A5E38E-A667-411B-B993-DED3DA4D7212},382,EBLA,Unofficial Boundary of Ebey's Landing National Historical Reserve.,Ebey's Landing National Historical Reserve,2015/04/22 00:00:00+00,WA,PW,1888910,National Reserve,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Ebey's Landing,67004.8574525185,164337932.376314
362,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{68D29842-ED8C-4858-8166-BC542C0A5BE8},383,CRLA,Lands - http://landsnet.nps.gov/tractsnet/documents/CRLA/Metadata/crla_metadata.xml,Crater Lake National Park,2017/06/05 00:00:00+00,OR,PW,1163670,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2242144,Crater Lake,177640.646425044,1379224002.72324
363,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{EA956A63-76F0-4914-B625-C67CF7BF85BB},385,ORCA,Lands - http://landsnet.nps.gov/tractsnet/documents/ORCA/Metadata/orca_metadata.xml,Oregon Caves National Monument and Preserve,2021/06/14 00:00:00+00,OR,PW,1147260,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2221819,Oregon Caves,28474.7597569066,33332372.0096097
364,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{1FEF2D14-787A-4440-ADCF-00C18A214DA1},387,MIIN,Lands - http://landsnet.nps.gov/tractsnet/documents/MIIN/Metadata/miin_metadata.xml,Minidoka National Historic Site,2015/10/15 00:00:00+00,ID,PW,2766708,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225702,Minidoka,12061.1955237845,2998805.29601712
365,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{FC9F7749-7A0C-4F3C-B85E-DDAC6206F293},388,NEPE,Unofficial Boundary of Nez Perce National Historical Park.,Nez Perce National Historical Park,2013/12/18 00:00:00+00,ID,PW,394735,National Historical Park,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Nez Perce,88245.3243201895,36212452.618451
366,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{48722F11-28DA-484F-B013-52249119B137},389,LEWI,Unofficial Boundary of Lewis and Clark National Historical Park.,Lewis and Clark National Historical Park,2019/09/10 00:00:00+00,OR,PW,2055170,National Historical Park,RISD,Preliminary data. Contact the Land Resources Program for additional information.,Lewis and Clark,79833.759188353,30650699.7742399
367,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{380D0C38-B01D-42C4-B6F9-14D34D55329C},390,FOVA,Lands - http://landsnet.nps.gov/tractsnet/documents/FOVA/Metadata/fova_metadata.xml,Fort Vancouver National Historic Site,2011/03/03 00:00:00+00,OR,PW,1504974,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2171108,Fort Vancouver,11765.8235856278,1723304.78992688
368,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{F0736E50-2169-48AE-809E-3DC8747F1E90},391,MORA,Lands - http://landsnet.nps.gov/tractsnet/documents/MORA/Metadata/mora_metadata.xml,Mount Rainier National Park,2015/11/17 00:00:00+00,WA,PW,1528416,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2171131,Mount Rainier,217660.012977117,2045641242.28435
369,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{077B58DD-7C42-4A6A-9ABC-9DCF8CB43221},392,NOCO,Lands - http://landsnet.nps.gov/tractsnet/documents/NOCO/Metadata/noco_metadata.xml,North Country National Scenic Trail,2023/09/14 09:57:23+00,MI,MW,1622686,National Trails Syste,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2278886,North Country,12999.9147914187,2260754.38811712
370,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{64965841-B01F-4BBB-914D-AD2A130A69A7},393,LACH,Lands - http://landsnet.nps.gov/tractsnet/documents/LACH/Metadata/lach_metadata.xml,Lake Chelan National Recreation Area,2023/06/23 14:49:04+00,WA,PW,1528425,National Recreation Area,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2235462,Lake Chelan,136446.830769544,576004189.45908
371,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{22E12E5C-B471-4FE6-966B-2964F4C66C7A},394,ROLA,Lands - http://landsnet.nps.gov/tractsnet/documents/ROLA/Metadata/rola_metadata.xml,Ross Lake National Recreation Area,2018/01/18 00:00:00+00,WA,PW,1528419,National Recreation Area,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2235465,Ross Lake,268919.629824358,1087597961.83505
372,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{D9EE1783-1559-4D1F-9BCB-E51CCE12F7B0},395,OLYM,Unofficial Boundary of Olympic National Park.,Olympic National Park,2015/04/22 00:00:00+00,WA,PW,1530459,National Park,Lands,Preliminary data. Contact the Land Resources Program for additional information.,Olympic,1158605.37849572,8203590771.60238
373,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{B1F82820-A2D3-4972-959B-AFBC4213138D},396,SAJH,Unofficial Boundary of San Juan Island National Historical Park.,San Juan Island National Historical Park,2015/07/24 00:00:00+00,WA,PW,1534055,National Historical Park,Lands,Preliminary data. Contact the Land Resources Program for additional information.,San Juan Island,40164.149613909,19608318.3269899
374,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{DA4DA317-1E45-408F-A2AF-6E735DA49C28},397,WHMI,Lands - http://landsnet.nps.gov/tractsnet/documents/WHMI/Metadata/whmi_metadata.xml,Whitman Mission National Historic Site,2011/10/27 00:00:00+00,WA,PW,1531185,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2180628,Whitman Mission,6356.42115763622,1165190.58075111
375,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{81B28B5D-FD3A-4D24-9855-0D2CCDFBF850},398,CIRO,Lands - http://landsnet.nps.gov/tractsnet/documents/CIRO/Metadata/ciro_metadata.xml,City of Rocks National Reserve,2023/06/20 13:52:08+00,ID,PW,401309,National Reserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2171130,City of Rocks,55058.6979908694,107630941.864729
376,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{E17C009B-0F8A-453F-85CE-8D5BC69B47E3},399,HAFO,Lands - http://landsnet.nps.gov/tractsnet/documents/HAFO/Metadata/hafo_metadata.xml,Hagerman Fossil Beds National Monument,2008/09/04 00:00:00+00,ID,PW,395749,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2169655,Hagerman Fossil Beds,46102.361380863,32934566.8357078
377,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{08D18F38-7EE0-47AF-9616-BD6026D54FCC},401,ALAG,Lands - http://landsnet.nps.gov/tractsnet/documents/ALAG/Metadata/alag_metadata.xml,Alagnak Wild River,2019/03/21 00:00:00+00,AK,AK,2733449,National Wild & Scenic River,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225686,Alagnak,355058.637305282,471454874.943813
378,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{09286B7C-C6AA-4341-AD97-28AD81A88FD5},402,ANIA,Lands - http://landsnet.nps.gov/tractsnet/documents/ANIA/Metadata/ania_metadata.xml,Aniakchak National Preserve,2019/03/21 00:00:00+00,AK,AK,1416034,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225685,Aniakchak,560029.115293904,6295613356.08361
379,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{35A50C54-9633-44AC-A958-F21FE232F52B},403,ANIA,Lands - http://landsnet.nps.gov/tractsnet/documents/ANIA/Metadata/ania_metadata.xml,Aniakchak National Monument,2019/03/21 00:00:00+00,AK,AK,1416034,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225685,Aniakchak,203938.433035298,1858321465.27931
380,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{02599F36-BD2E-422A-89BD-7B011C0A6376},404,BELA,Lands - http://landsnet.nps.gov/tractsnet/documents/BELA/Metadata/bela_metadata.xml,Bering Land Bridge National Preserve,2019/03/21 00:00:00+00,AK,AK,1416037,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225684,Bering Land Bridge,2294617.88165147,67597384711.1501
381,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{1E07EBF3-CBFF-4076-952B-DB59AE25EBE4},405,CAKR,Lands - http://landsnet.nps.gov/tractsnet/documents/CAKR/Metadata/cakr_metadata.xml,Cape Krusenstern National Monument,2022/03/24 00:00:00+00,AK,AK,1416038,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225689,Cape Krusenstern,997377.469306395,17732641949.1668
382,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{81F8AACE-1183-48AE-A7EF-6E8C008E7588},406,DENA,Lands - http://landsnet.nps.gov/tractsnet/documents/DENA/Metadata/dena_metadata.xml,Denali National Preserve,2022/03/24 00:00:00+00,AK,AK,2760439,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225691,Denali,1423285.38091187,26357033071.5993
383,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{05237DFC-4E91-4808-A9C8-52778D6B5B08},407,DENA,Lands - http://landsnet.nps.gov/tractsnet/documents/DENA/Metadata/dena_metadata.xml,Denali National Park,2022/03/24 00:00:00+00,AK,AK,2760439,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225691,Denali,1815301.28668984,93900615022.672
